Index,Hz,Amp
2040,2957.153000,61.548840
2041,2958.603000,58.340970
2042,2960.052000,56.859570
2043,2961.502000,57.255340
2044,2962.952000,59.257580
2045,2964.401000,61.204350
2046,2965.851000,62.344850
2047,2967.300000,61.235330
2048,2968.750000,59.114830
2049,2970.200000,56.320640
2050,2971.649000,54.448520
2051,2973.099000,55.573500
2052,2974.548000,55.265320
2053,2975.998000,54.769070
2054,2977.448000,53.827660
2055,2978.897000,53.559100
2056,2980.347000,51.898220
2057,2981.796000,48.745460
2058,2983.246000,46.163930
2059,2984.695000,44.710270
2060,2986.145000,43.565560
2061,2987.595000,43.597760
2062,2989.044000,44.457990
2063,2990.494000,46.578820
2064,2991.943000,47.527320
2065,2993.393000,48.269600
2066,2994.843000,48.731300
2067,2996.292000,49.439310
2068,2997.742000,50.582210
2069,2999.191000,51.934660
2070,3000.641000,52.378860
2071,3002.090000,50.083610
2072,3003.540000,49.559400
2073,3004.990000,48.124500
2074,3006.439000,45.855820
2075,3007.889000,41.952690
2076,3009.338000,38.458050
2077,3010.788000,34.982600
2078,3012.238000,32.361030
2079,3013.687000,32.637380
2080,3015.137000,33.664710
2081,3016.586000,36.973210
2082,3018.036000,38.095570
2083,3019.485000,40.157970
2084,3020.935000,42.378140
2085,3022.385000,43.484990
2086,3023.834000,44.662260
2087,3025.284000,45.885000
2088,3026.733000,46.708830
2089,3028.183000,46.911620
2090,3029.633000,45.511520
2091,3031.082000,43.447590
2092,3032.532000,41.156900
2093,3033.981000,39.718030
2094,3035.431000,40.809350
2095,3036.880000,42.465780
2096,3038.330000,43.643090
2097,3039.780000,46.422700
2098,3041.229000,49.990890
2099,3042.679000,51.230970
2100,3044.128000,51.138740
2101,3045.578000,49.667880
2102,3047.028000,48.194480
2103,3048.477000,45.075180
2104,3049.927000,43.327240
2105,3051.376000,43.754120
2106,3052.826000,44.991200
2107,3054.275000,47.257740
2108,3055.725000,49.072990
2109,3057.175000,50.627210
2110,3058.624000,52.700400
2111,3060.074000,54.310330
2112,3061.523000,57.120510
2113,3062.973000,58.657960
2114,3064.423000,58.180130
2115,3065.872000,57.174700
2116,3067.322000,57.088670
2117,3068.771000,57.229120
2118,3070.221000,58.925740
2119,3071.670000,61.038300
2120,3073.120000,61.524280
2121,3074.570000,60.281720
2122,3076.019000,57.195270
2123,3077.469000,53.288730
2124,3078.918000,50.528350
2125,3080.368000,49.220370
2126,3081.818000,48.589360
2127,3083.267000,50.599010
2128,3084.717000,52.839660
2129,3086.167000,52.697830
2130,3087.616000,52.640730
2131,3089.065000,52.074590
2132,3090.515000,51.166760
2133,3091.965000,49.691960
2134,3093.414000,48.405670
2135,3094.864000,47.220580
2136,3096.313000,46.173630
2137,3097.763000,46.373140
2138,3099.213000,46.813010
2139,3100.662000,46.678310
2140,3102.112000,45.635010
2141,3103.562000,44.323060
2142,3105.011000,43.893730
2143,3106.460000,43.536040
2144,3107.910000,42.549370
2145,3109.360000,42.591740
2146,3110.809000,42.452650
2147,3112.259000,42.334450
2148,3113.708000,43.739660
2149,3115.158000,44.182690
2150,3116.608000,46.207770
2151,3118.057000,47.583980
2152,3119.507000,47.832200
2153,3120.957000,46.742100
2154,3122.406000,44.408130
2155,3123.855000,43.456340
2156,3125.305000,42.630840
2157,3126.755000,42.651940
2158,3128.204000,42.279750
2159,3129.654000,41.509490
2160,3131.104000,39.929880
2161,3132.553000,37.790890
2162,3134.003000,37.213980
2163,3135.452000,38.106470
2164,3136.902000,38.650310
2165,3138.352000,40.133210
2166,3139.801000,41.313770
2167,3141.250000,41.081920
2168,3142.700000,39.885010
2169,3144.150000,38.228200
2170,3145.599000,37.965360
2171,3147.049000,37.927130
2172,3148.499000,38.631430
2173,3149.948000,39.894540
2174,3151.398000,39.081850
2175,3152.847000,38.368830
2176,3154.297000,38.172700
2177,3155.747000,37.192660
2178,3157.196000,36.468180
2179,3158.646000,35.913150
2180,3160.095000,34.761270
2181,3161.545000,34.411610
2182,3162.994000,34.559740
2183,3164.444000,33.944020
2184,3165.894000,32.748940
2185,3167.343000,31.823390
2186,3168.793000,31.159460
2187,3170.242000,31.768460
2188,3171.692000,32.537930
2189,3173.142000,32.704210
2190,3174.591000,31.645530
2191,3176.041000,31.161270
2192,3177.490000,31.602770
2193,3178.940000,32.243570
2194,3180.389000,32.257460
2195,3181.839000,31.674920
2196,3183.289000,31.602190
2197,3184.738000,30.664980
2198,3186.188000,30.592690
2199,3187.637000,30.316080
2200,3189.087000,31.130940
2201,3190.537000,30.903210
2202,3191.986000,30.026980
2203,3193.436000,28.561740
2204,3194.885000,25.863450
2205,3196.335000,26.694910
2206,3197.784000,27.760720
2207,3199.234000,28.763130
2208,3200.684000,28.436560
2209,3202.133000,26.138440
2210,3203.583000,23.657720
2211,3205.032000,22.420200
2212,3206.482000,22.104540
2213,3207.932000,23.069370
2214,3209.381000,23.792090
2215,3210.831000,24.216960
2216,3212.280000,24.169850
2217,3213.730000,23.924590
2218,3215.179000,23.803920
2219,3216.629000,24.270150
2220,3218.079000,23.931210
2221,3219.528000,23.691530
2222,3220.978000,23.790220
2223,3222.427000,23.862190
2224,3223.877000,23.546330
2225,3225.327000,23.102440
2226,3226.776000,23.128200
2227,3228.226000,23.339850
2228,3229.675000,24.380650
2229,3231.125000,25.220860
2230,3232.574000,25.017160
2231,3234.024000,24.055460
2232,3235.474000,24.209050
2233,3236.923000,24.190080
2234,3238.373000,23.668930
2235,3239.822000,23.141620
2236,3241.272000,22.699980
2237,3242.722000,22.860490
2238,3244.171000,22.881370
2239,3245.621000,22.832580
2240,3247.070000,21.995700
2241,3248.520000,21.379440
2242,3249.969000,21.999380
2243,3251.419000,23.627820
2244,3252.869000,24.914210
2245,3254.318000,25.500150
2246,3255.768000,25.436370
2247,3257.217000,25.755760
2248,3258.667000,26.679310
2249,3260.117000,26.325580
2250,3261.566000,26.837630
2251,3263.016000,28.808970
2252,3264.465000,29.870040
2253,3265.915000,30.435960
2254,3267.365000,30.597230
2255,3268.814000,29.934430
2256,3270.264000,29.373070
2257,3271.713000,27.988760
2258,3273.163000,26.783100
2259,3274.612000,26.014870
2260,3276.062000,25.784800
2261,3277.512000,25.823110
2262,3278.961000,25.996730
2263,3280.411000,24.764880
2264,3281.860000,24.335090
2265,3283.310000,24.910640
2266,3284.760000,25.438230
2267,3286.209000,26.967830
2268,3287.659000,28.492630
2269,3289.108000,30.049180
2270,3290.558000,32.251540
2271,3292.007000,33.952880
2272,3293.457000,34.833880
2273,3294.907000,35.660210
2274,3296.356000,36.803590
2275,3297.806000,38.479990
2276,3299.255000,39.708370
2277,3300.705000,40.317970
2278,3302.155000,40.033390
2279,3303.604000,39.669820
2280,3305.054000,38.605490
2281,3306.503000,38.257990
2282,3307.953000,36.991890
2283,3309.402000,35.909630
2284,3310.852000,35.065630
2285,3312.302000,34.778940
2286,3313.751000,34.648090
2287,3315.201000,34.513880
2288,3316.650000,34.863000
2289,3318.100000,35.336570
2290,3319.550000,34.927860
2291,3320.999000,33.482750
2292,3322.449000,30.267310
2293,3323.898000,29.411130
2294,3325.348000,28.172620
2295,3326.797000,28.446940
2296,3328.247000,28.503720
2297,3329.697000,29.374560
2298,3331.146000,31.241380
2299,3332.596000,33.509720
2300,3334.045000,35.526020
2301,3335.495000,39.317840
2302,3336.945000,40.569130
2303,3338.394000,41.852750
2304,3339.844000,42.221240
2305,3341.293000,41.788700
2306,3342.743000,40.360030
2307,3344.192000,39.261090
2308,3345.642000,37.414060
2309,3347.092000,35.720470
2310,3348.541000,35.072650
2311,3349.991000,33.285490
2312,3351.440000,32.474110
2313,3352.890000,30.516930
2314,3354.340000,28.873000
2315,3355.789000,27.712440
2316,3357.239000,26.809960
2317,3358.688000,26.483030
2318,3360.138000,26.331800
2319,3361.587000,26.112660
2320,3363.037000,24.816930
2321,3364.487000,25.055550
2322,3365.936000,25.983210
2323,3367.386000,26.701080
2324,3368.835000,26.554480
2325,3370.285000,27.271450
2326,3371.735000,27.815680
2327,3373.184000,29.315340
2328,3374.634000,29.986790
2329,3376.083000,30.524610
2330,3377.533000,30.459610
2331,3378.982000,30.711730
2332,3380.432000,31.244400
2333,3381.882000,32.349940
2334,3383.331000,31.711880
2335,3384.781000,31.214180
2336,3386.230000,31.438940
2337,3387.680000,31.413720
2338,3389.130000,31.475730
2339,3390.579000,30.640640
2340,3392.029000,29.521320
2341,3393.479000,28.531260
2342,3394.928000,27.941170
2343,3396.377000,28.117080
2344,3397.827000,28.180410
2345,3399.277000,28.076120
2346,3400.726000,29.566080
2347,3402.176000,29.466540
2348,3403.625000,29.109010
2349,3405.075000,28.321240
2350,3406.525000,26.753330
2351,3407.974000,25.290980
2352,3409.424000,23.114090
2353,3410.874000,21.730130
2354,3412.323000,21.206660
2355,3413.772000,20.943390
2356,3415.222000,20.469060
2357,3416.672000,20.487260
2358,3418.121000,20.694840
2359,3419.571000,21.384480
2360,3421.021000,22.525180
2361,3422.470000,23.051050
2362,3423.920000,22.407090
2363,3425.369000,20.128340
2364,3426.819000,17.534280
2365,3428.269000,15.310320
2366,3429.718000,14.128130
2367,3431.167000,14.006830
2368,3432.617000,14.333320
2369,3434.067000,14.808680
2370,3435.516000,15.165070
2371,3436.966000,15.687250
2372,3438.416000,16.753860
2373,3439.865000,17.234800
2374,3441.315000,16.544590
2375,3442.764000,15.898480
2376,3444.214000,15.184660
2377,3445.664000,14.476940
2378,3447.113000,13.883680
2379,3448.563000,13.695980
2380,3450.012000,13.973540
2381,3451.462000,14.039210
2382,3452.911000,14.512280
2383,3454.361000,14.879620
2384,3455.811000,14.812060
2385,3457.260000,14.707480
2386,3458.710000,14.444180
2387,3460.159000,14.099130
2388,3461.609000,13.784350
2389,3463.059000,14.134230
2390,3464.508000,14.439600
2391,3465.958000,15.290240
2392,3467.407000,16.813020
2393,3468.857000,17.121990
2394,3470.306000,17.308790
2395,3471.756000,16.121590
2396,3473.206000,15.795330
2397,3474.655000,15.860240
2398,3476.105000,15.355210
2399,3477.554000,14.473880
2400,3479.004000,14.317570
2401,3480.454000,13.476550
2402,3481.903000,13.269450
2403,3483.353000,13.052070
2404,3484.802000,12.732610
2405,3486.252000,12.874050
2406,3487.701000,12.993010
2407,3489.151000,12.808690
2408,3490.601000,12.648490
2409,3492.050000,12.393550
2410,3493.500000,12.792760
2411,3494.949000,11.603190
2412,3496.399000,10.354740
2413,3497.849000,9.949193
2414,3499.298000,10.835600
2415,3500.748000,10.711290
2416,3502.197000,10.588360
2417,3503.647000,10.637200
2418,3505.096000,10.593700
2419,3506.546000,10.243390
2420,3507.996000,11.179460
2421,3509.445000,11.160630
2422,3510.895000,10.767530
2423,3512.344000,12.197640
2424,3513.794000,13.803780
2425,3515.244000,15.165760
2426,3516.693000,15.868520
2427,3518.143000,16.756900
2428,3519.592000,18.144550
2429,3521.042000,18.703580
2430,3522.491000,18.571750
2431,3523.941000,17.244030
2432,3525.391000,17.837700
2433,3526.840000,18.942290
2434,3528.290000,20.304140
2435,3529.739000,21.848720
2436,3531.189000,23.679870
2437,3532.639000,24.479240
2438,3534.088000,25.087010
2439,3535.538000,24.381720
2440,3536.987000,22.459860
2441,3538.437000,21.706240
2442,3539.886000,19.799100
2443,3541.336000,18.532770
2444,3542.786000,17.914070
2445,3544.235000,19.062660
2446,3545.685000,18.877390
2447,3547.134000,18.447830
2448,3548.584000,17.171720
2449,3550.034000,17.052020
2450,3551.483000,16.203160
2451,3552.933000,15.603570
2452,3554.382000,14.461400
2453,3555.832000,12.517240
2454,3557.281000,11.922730
2455,3558.731000,11.162810
2456,3560.181000,10.917310
2457,3561.630000,10.976670
2458,3563.080000,9.651356
2459,3564.529000,8.940183
2460,3565.979000,8.735131
2461,3567.429000,9.083931
2462,3568.878000,9.758816
2463,3570.328000,10.046960
2464,3571.777000,9.490835
2465,3573.227000,8.986381
2466,3574.677000,8.159260
2467,3576.126000,7.801320
2468,3577.576000,7.888779
2469,3579.025000,8.518634
2470,3580.475000,8.247688
2471,3581.924000,8.388141
2472,3583.374000,8.583961
2473,3584.824000,8.915611
2474,3586.273000,9.630593
2475,3587.723000,10.813200
2476,3589.172000,11.282520
2477,3590.622000,11.926510
2478,3592.072000,11.723510
2479,3593.521000,12.309310
2480,3594.971000,12.541000
2481,3596.420000,13.400450
2482,3597.870000,15.401140
2483,3599.319000,15.713000
2484,3600.769000,15.456670
2485,3602.219000,16.015370
2486,3603.668000,15.513810
2487,3605.118000,16.210080
2488,3606.567000,16.089950
2489,3608.017000,15.219840
2490,3609.467000,14.055270
2491,3610.916000,13.083400
2492,3612.366000,12.675930
2493,3613.815000,12.626110
2494,3615.265000,12.489890
2495,3616.714000,11.186010
2496,3618.164000,10.543780
2497,3619.614000,10.840920
2498,3621.063000,12.279570
2499,3622.513000,13.785730
2500,3623.962000,13.754920
2501,3625.412000,14.008260
2502,3626.862000,14.046470
2503,3628.311000,15.062110
2504,3629.761000,15.828270
2505,3631.210000,16.370290
2506,3632.660000,16.806110
2507,3634.109000,16.769550
2508,3635.559000,17.244190
2509,3637.009000,16.706810
2510,3638.458000,16.412930
2511,3639.908000,15.385260
2512,3641.357000,14.526030
2513,3642.807000,15.314150
2514,3644.257000,15.345780
2515,3645.706000,15.006420
2516,3647.156000,13.962410
2517,3648.605000,13.258400
2518,3650.055000,11.399730
2519,3651.504000,11.115590
2520,3652.954000,11.199010
2521,3654.404000,11.208570
2522,3655.853000,11.088430
2523,3657.303000,12.477390
2524,3658.752000,12.750740
2525,3660.202000,13.924860
2526,3661.652000,13.950270
2527,3663.101000,13.597150
2528,3664.551000,12.454190
2529,3666.000000,11.066310
2530,3667.450000,11.811310
2531,3668.899000,11.858070
2532,3670.349000,11.475640
2533,3671.799000,11.891420
2534,3673.248000,12.531370
2535,3674.698000,12.796530
2536,3676.147000,12.408260
2537,3677.597000,12.993610
2538,3679.047000,13.484490
2539,3680.496000,14.037920
2540,3681.946000,15.949750
2541,3683.396000,17.881530
2542,3684.845000,19.216110
2543,3686.294000,19.798140
2544,3687.744000,19.566670
2545,3689.194000,19.116650
2546,3690.643000,17.916530
2547,3692.093000,15.172260
2548,3693.542000,15.613370
2549,3694.992000,17.944470
2550,3696.442000,20.490900
2551,3697.891000,21.879780
2552,3699.341000,23.934320
2553,3700.791000,24.801150
2554,3702.240000,24.792980
2555,3703.689000,23.499700
2556,3705.139000,22.846040
2557,3706.589000,25.134980
2558,3708.038000,27.854190
2559,3709.488000,29.327100
2560,3710.938000,29.775590
2561,3712.387000,30.221790
2562,3713.837000,29.656500
2563,3715.286000,29.261000
2564,3716.736000,28.971010
2565,3718.186000,30.268110
2566,3719.635000,32.431260
2567,3721.084000,34.938290
2568,3722.534000,38.233260
2569,3723.984000,40.129340
2570,3725.433000,38.982870
2571,3726.883000,38.274090
2572,3728.333000,37.568240
2573,3729.782000,39.825510
2574,3731.232000,39.824020
2575,3732.681000,41.204460
2576,3734.131000,43.291600
2577,3735.581000,44.730230
2578,3737.030000,45.703880
2579,3738.479000,45.851490
2580,3739.929000,47.632440
2581,3741.379000,48.189170
2582,3742.828000,59.629810
2583,3744.278000,92.319970
2584,3745.728000,156.132500
2585,3747.177000,233.683500
2586,3748.627000,368.870700
2587,3750.076000,305.743700
2588,3751.526000,255.611600
2589,3752.976000,254.786900
2590,3754.425000,280.971300
2591,3755.875000,430.361200
2592,3757.324000,417.868000
2593,3758.774000,253.565600
2594,3760.223000,181.804600
2595,3761.673000,139.950000
2596,3763.123000,96.138960
2597,3764.572000,60.556260
2598,3766.022000,45.963860
2599,3767.471000,45.084230
2600,3768.921000,43.842640
2601,3770.371000,39.952020
2602,3771.820000,38.263330
2603,3773.270000,39.880600
2604,3774.719000,38.427570
2605,3776.169000,37.228440
2606,3777.618000,33.939410
2607,3779.068000,32.644530
2608,3780.518000,25.745760
2609,3781.967000,21.215360
2610,3783.417000,17.727450
2611,3784.866000,15.829010
2612,3786.316000,16.240610
2613,3787.766000,18.500110
2614,3789.215000,20.304660
2615,3790.665000,21.360880
2616,3792.114000,21.746160
2617,3793.564000,21.901890
2618,3795.013000,20.172850
2619,3796.463000,19.156720
2620,3797.913000,18.909820
2621,3799.362000,20.562720
2622,3800.812000,21.861790
2623,3802.261000,22.298020
2624,3803.711000,23.288840
2625,3805.161000,21.803870
2626,3806.610000,21.356260
2627,3808.060000,20.056820
2628,3809.509000,18.612120
2629,3810.959000,15.676260
2630,3812.408000,14.137810
2631,3813.858000,12.616550
2632,3815.308000,11.691790
2633,3816.757000,10.563710
2634,3818.207000,11.336930
2635,3819.656000,12.185080
2636,3821.106000,13.030770
2637,3822.556000,13.702470
2638,3824.005000,14.818270
2639,3825.455000,16.010400
2640,3826.904000,16.096210
2641,3828.354000,17.414370
2642,3829.803000,16.461890
2643,3831.253000,16.814070
2644,3832.703000,17.632630
2645,3834.152000,19.191090
2646,3835.602000,20.274710
2647,3837.051000,21.121190
2648,3838.501000,20.943950
2649,3839.951000,20.969080
2650,3841.400000,20.789880
2651,3842.850000,21.506350
2652,3844.299000,21.641540
2653,3845.749000,22.163650
2654,3847.198000,23.204310
2655,3848.648000,23.667440
2656,3850.098000,23.265260
2657,3851.547000,23.404880
2658,3852.997000,24.258420
2659,3854.446000,24.621290
2660,3855.896000,24.401270
2661,3857.346000,25.064980
2662,3858.795000,24.609150
2663,3860.245000,24.208440
2664,3861.694000,24.835330
2665,3863.144000,24.892270
2666,3864.594000,24.346830
2667,3866.043000,22.643310
2668,3867.493000,22.551160
2669,3868.942000,21.668520
2670,3870.392000,20.695750
2671,3871.841000,20.488590
2672,3873.291000,19.303190
2673,3874.741000,18.950220
2674,3876.190000,18.828080
2675,3877.640000,18.914400
2676,3879.089000,18.091690
2677,3880.539000,15.785150
2678,3881.989000,12.320370
2679,3883.438000,10.432780
2680,3884.888000,8.960473
2681,3886.337000,8.195059
2682,3887.787000,8.450302
2683,3889.236000,9.847212
2684,3890.686000,9.870831
2685,3892.136000,10.385060
2686,3893.585000,11.745780
2687,3895.035000,12.608290
2688,3896.484000,12.144720
2689,3897.934000,11.585240
2690,3899.384000,10.210550
2691,3900.833000,10.933420
2692,3902.283000,13.351020
2693,3903.732000,15.658400
2694,3905.182000,16.732050
2695,3906.631000,18.032160
2696,3908.081000,18.495600
2697,3909.531000,18.917990
2698,3910.980000,19.397870
2699,3912.430000,19.049990
2700,3913.879000,18.399450
2701,3915.329000,18.373540
2702,3916.779000,17.940050
2703,3918.228000,16.929000
2704,3919.678000,15.888560
2705,3921.127000,15.935720
2706,3922.577000,15.820240
2707,3924.026000,15.136910
2708,3925.476000,15.055950
2709,3926.926000,15.980660
2710,3928.375000,17.008750
2711,3929.825000,18.932310
2712,3931.274000,20.544330
2713,3932.724000,20.837970
2714,3934.174000,21.472080
2715,3935.623000,22.793990
2716,3937.073000,25.670150
2717,3938.522000,26.357110
2718,3939.972000,25.789620
2719,3941.421000,24.459590
2720,3942.871000,24.301220
2721,3944.321000,25.136190
2722,3945.770000,27.357070
2723,3947.220000,28.555390
2724,3948.669000,29.791490
2725,3950.119000,30.464840
2726,3951.569000,30.267380
2727,3953.018000,30.297720
2728,3954.468000,30.800770
2729,3955.917000,32.930390
2730,3957.367000,35.889600
2731,3958.816000,37.658180
2732,3960.266000,39.372170
2733,3961.716000,40.033510
2734,3963.165000,39.070100
2735,3964.615000,36.627610
2736,3966.064000,35.099100
2737,3967.514000,34.570430
2738,3968.964000,32.695070
2739,3970.413000,32.196550
2740,3971.863000,32.733510
2741,3973.313000,34.149590
2742,3974.762000,35.372110
2743,3976.211000,35.988070
2744,3977.661000,36.842450
2745,3979.111000,37.518420
2746,3980.560000,38.237130
2747,3982.010000,38.128520
2748,3983.459000,37.385420
2749,3984.909000,36.991430
2750,3986.359000,35.040740
2751,3987.808000,33.225330
2752,3989.258000,32.625240
2753,3990.708000,32.632980
2754,3992.157000,32.792650
2755,3993.606000,32.330590
2756,3995.056000,33.248540
2757,3996.506000,35.344750
2758,3997.955000,37.025540
2759,3999.405000,40.011180
2760,4000.854000,40.829090
2761,4002.304000,40.349740
2762,4003.754000,39.282270
2763,4005.203000,36.679360
2764,4006.653000,35.546410
2765,4008.103000,35.092590
2766,4009.552000,35.254020
2767,4011.001000,36.989620
2768,4012.451000,40.000670
2769,4013.901000,41.966510
2770,4015.350000,43.573460
2771,4016.800000,44.416220
2772,4018.250000,45.274980
2773,4019.699000,46.088940
2774,4021.149000,46.588190
2775,4022.598000,47.297270
2776,4024.048000,48.028490
2777,4025.498000,47.644370
2778,4026.947000,45.621420
2779,4028.396000,43.615110
2780,4029.846000,42.257710
2781,4031.296000,42.100320
2782,4032.745000,42.511840
2783,4034.195000,43.690000
2784,4035.645000,44.306690
2785,4037.094000,44.991870
2786,4038.544000,44.658040
2787,4039.993000,44.266960
2788,4041.443000,43.950300
2789,4042.893000,42.778870
2790,4044.342000,40.848380
2791,4045.792000,39.351930
2792,4047.241000,38.751130
2793,4048.691000,38.117400
2794,4050.140000,37.753070
2795,4051.590000,38.039470
2796,4053.040000,40.134530
2797,4054.489000,43.039150
2798,4055.939000,44.982640
2799,4057.388000,45.432290
2800,4058.838000,43.981610
2801,4060.288000,42.087250
2802,4061.737000,40.150630
2803,4063.187000,39.058470
2804,4064.636000,39.181390
2805,4066.086000,40.535020
2806,4067.535000,42.079980
2807,4068.985000,43.670130
2808,4070.435000,44.759470
2809,4071.884000,44.184430
2810,4073.334000,42.628410
2811,4074.783000,39.317390
2812,4076.233000,37.210240
2813,4077.683000,36.379800
2814,4079.132000,35.423550
2815,4080.582000,35.350050
2816,4082.031000,35.069940
2817,4083.481000,35.218600
2818,4084.930000,35.841600
2819,4086.380000,36.222590
2820,4087.830000,37.011500
2821,4089.279000,37.242240
2822,4090.729000,37.955440
2823,4092.178000,39.399960
2824,4093.628000,39.554760
2825,4095.078000,39.706030
2826,4096.527000,40.011610
2827,4097.977000,40.136960
2828,4099.426000,39.873940
2829,4100.876000,38.166280
2830,4102.326000,37.032130
2831,4103.775000,37.100610
2832,4105.225000,37.839250
2833,4106.674000,38.256000
2834,4108.124000,38.554100
2835,4109.573000,38.248510
2836,4111.023000,37.570240
2837,4112.473000,37.031880
2838,4113.922000,36.343270
2839,4115.372000,35.530380
2840,4116.821000,35.050790
2841,4118.271000,35.005250
2842,4119.721000,34.414070
2843,4121.170000,33.715470
2844,4122.620000,32.789730
2845,4124.069000,32.045270
2846,4125.519000,31.613280
2847,4126.968000,32.073970
2848,4128.418000,31.518180
2849,4129.868000,30.397090
2850,4131.317000,28.866810
2851,4132.767000,28.170610
2852,4134.216000,27.613030
2853,4135.666000,26.745350
2854,4137.116000,25.878270
2855,4138.565000,25.481380
2856,4140.015000,24.646550
2857,4141.464000,23.791530
2858,4142.914000,22.254790
2859,4144.363000,21.660810
2860,4145.813000,22.509890
2861,4147.263000,23.235730
2862,4148.712000,23.843210
2863,4150.162000,24.018240
2864,4151.611000,24.103250
2865,4153.061000,24.646720
2866,4154.511000,23.996120
2867,4155.960000,23.339750
2868,4157.410000,22.474080
2869,4158.859000,21.606030
2870,4160.309000,21.091470
2871,4161.758000,21.333260
2872,4163.208000,22.325880
2873,4164.658000,22.438120
2874,4166.107000,22.837310
2875,4167.557000,22.644100
2876,4169.006000,21.305910
2877,4170.456000,20.271320
2878,4171.906000,20.407240
2879,4173.355000,20.841920
2880,4174.805000,22.356620
2881,4176.254000,22.700030
2882,4177.704000,22.189560
2883,4179.153000,21.617440
2884,4180.603000,21.007750
2885,4182.053000,20.208020
2886,4183.502000,19.179200
2887,4184.952000,18.123670
2888,4186.401000,17.297000
2889,4187.851000,15.849030
2890,4189.301000,15.199000
2891,4190.750000,15.101050
2892,4192.200000,16.343830
2893,4193.649000,17.260480
2894,4195.099000,17.850260
2895,4196.548000,18.012660
2896,4197.998000,17.963510
2897,4199.448000,16.918760
2898,4200.897000,16.557870
2899,4202.347000,15.968930
2900,4203.796000,16.342170
2901,4205.246000,16.198440
2902,4206.696000,15.810700
2903,4208.145000,16.263590
2904,4209.595000,15.967460
2905,4211.044000,15.789060
2906,4212.494000,15.267120
2907,4213.943000,14.872600
2908,4215.393000,15.605130
2909,4216.843000,16.225590
2910,4218.292000,16.868290
2911,4219.742000,18.066860
2912,4221.191000,18.672920
2913,4222.641000,18.470150
2914,4224.091000,17.695790
2915,4225.540000,16.780250
2916,4226.990000,16.998640
2917,4228.439000,17.472400
2918,4229.889000,16.958000
2919,4231.338000,16.075660
2920,4232.788000,15.755250
2921,4234.238000,14.612230
2922,4235.688000,13.665100
2923,4237.137000,13.148090
2924,4238.586000,13.241940
2925,4240.036000,12.920400
2926,4241.486000,12.244420
2927,4242.935000,11.103920
2928,4244.385000,10.079930
2929,4245.834000,9.104097
2930,4247.284000,8.408854
2931,4248.733000,7.457531
2932,4250.183000,6.622456
2933,4251.633000,5.826454
2934,4253.083000,6.630942
2935,4254.532000,6.856029
2936,4255.981000,6.710855
2937,4257.431000,6.561754
2938,4258.881000,6.844554
2939,4260.330000,7.296454
2940,4261.780000,8.724007
2941,4263.229000,9.252954
2942,4264.679000,9.130244
2943,4266.128000,9.490637
2944,4267.578000,8.557259
2945,4269.028000,6.479836
2946,4270.478000,5.319715
2947,4271.927000,5.689633
2948,4273.376000,6.128991
2949,4274.826000,5.993350
2950,4276.276000,6.217502
2951,4277.725000,6.499299
2952,4279.175000,6.054033
2953,4280.625000,5.638560
2954,4282.074000,6.005418
2955,4283.523000,6.478857
2956,4284.973000,7.292576
2957,4286.423000,7.594635
2958,4287.873000,7.223515
2959,4289.322000,6.396718
2960,4290.771000,6.509515
2961,4292.221000,5.983172
2962,4293.671000,5.860330
2963,4295.120000,5.788400
2964,4296.570000,5.138268
2965,4298.020000,5.909347
2966,4299.469000,6.850135
2967,4300.918000,7.579192
2968,4302.368000,7.810310
2969,4303.818000,8.509295
2970,4305.268000,8.593589
2971,4306.717000,8.346460
2972,4308.167000,8.036657
2973,4309.616000,8.270639
2974,4311.066000,8.641100
2975,4312.515000,9.270019
2976,4313.965000,9.730826
2977,4315.415000,10.495360
2978,4316.864000,11.475810
2979,4318.313000,11.084270
2980,4319.763000,10.824500
2981,4321.213000,10.630190
2982,4322.663000,10.037010
2983,4324.112000,9.806417
2984,4325.562000,9.132702
2985,4327.011000,8.781647
2986,4328.461000,8.182369
2987,4329.910000,8.523295
2988,4331.360000,8.738177
2989,4332.810000,8.738526
2990,4334.259000,8.544040
2991,4335.708000,8.277578
2992,4337.158000,8.330057
2993,4338.608000,8.550408
2994,4340.058000,9.126630
2995,4341.507000,9.921618
2996,4342.957000,10.200930
2997,4344.406000,9.880831
2998,4345.856000,9.908901
2999,4347.305000,9.426153
3000,4348.755000,8.173701
3001,4350.205000,7.849351
3002,4351.654000,9.036090
3003,4353.104000,9.858742
3004,4354.553000,11.288710
3005,4356.003000,12.426080
3006,4357.453000,13.493450
3007,4358.902000,14.675820
3008,4360.352000,15.474820
3009,4361.801000,16.198050
3010,4363.251000,16.335100
3011,4364.700000,16.472810
3012,4366.150000,16.094630
3013,4367.600000,15.494100
3014,4369.049000,14.750800
3015,4370.499000,14.450040
3016,4371.948000,13.924450
3017,4373.398000,12.807790
3018,4374.848000,12.451350
3019,4376.297000,11.613680
3020,4377.747000,9.902008
3021,4379.196000,8.610045
3022,4380.646000,8.170696
3023,4382.095000,8.995723
3024,4383.545000,10.211560
3025,4384.995000,11.321520
3026,4386.444000,12.002130
3027,4387.894000,12.038830
3028,4389.343000,12.203530
3029,4390.793000,12.114910
3030,4392.243000,12.414440
3031,4393.692000,12.795420
3032,4395.142000,12.216000
3033,4396.591000,11.316440
3034,4398.041000,9.946427
3035,4399.490000,9.290026
3036,4400.940000,9.406965
3037,4402.390000,10.040990
3038,4403.839000,9.761223
